F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-PreparedStatement,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-Set<String>,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-PrintStream,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Arguments,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-JTextArea,F12-Class<?>,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Iterator<JButton>,F2-JTextComponent,F2-InputStream,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Executors,F2-ExecutorService,F2-String,F2-HashTree,F2-MailerModel,F2-SystemSampler,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-File,F2-Throwable,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.PrintStream,F6-org.apache.jmeter.gui.action.ActionRouter,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-getSelectedFile,F1-printStackTrace,F1-valueOf,F1-setSelected,F1-setDelay,F1-getKey,F1-exit,F1-setArguments,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-keyStore,F9-md5HexInput,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-HashTree,F4-String[],F4-Container,F4-boolean,F4-Future,F4-File[],F4-long,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-void,F4-List,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F4-CallableStatement,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-logger,F11-PARENT,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,label
13726,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/ProxyControl.java,4847,TRUE,16,83,396,7,0,189,6,19,0.450391645,1074,281,0.261638734,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,STYLE,0.012903226,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.03008596,0.015759312,0.001432665,1,0.125,0.005208333,0.360902256,0.425067656,-0.75,0.174193548,0.138709677,0.425067656,-0.523809524,-0.272727273,25,1371,802,4026,2,0,0,2,0,4,0.015151515,1085,480,162,1727,0,605,0,0.114965784,0,3691,0,1483,345,0,5519,2208,0.158632978,91,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2745,14044,67,2721,close
13726,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/ProxyControl.java,4847,TRUE,24,83,396,7,0,189,6,19,0.9654047,1074,281,0.261638734,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,STYLE,0.090322581,REC_CATCH_EXCEPTION,20,3,1,0.03008596,0.015759312,0.001432665,-1,0.214285714,0.008017493,0.360902256,0.425067656,-0.553571429,0.174193548,0.138709677,0.425067656,-0.523809524,-0.272727273,30,1395,812,4050,2,0,0,2,0,4,0.015151515,1085,480,162,1727,0,605,0,0.114965784,0,3691,0,1483,345,0,5519,2208,0.158632978,91,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2745,14044,67,2721,open
13726,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/ProxyControl.java,4847,TRUE,17,83,396,7,0,189,5,19,0.90535248,1074,281,0.261638734,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,STYLE,0.090322581,REC_CATCH_EXCEPTION,20,3,1,0.03008596,0.015759312,0.001432665,-1,0.214285714,0.008017493,0.360902256,0.425067656,-0.553571429,0.174193548,0.138709677,0.425067656,-0.523809524,-0.272727273,84,7619,3457,10274,2,0,0,2,0,4,0.015151515,1085,480,162,1727,0,605,0,0.114965784,0,3691,0,1483,345,0,5519,2208,0.158632978,91,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2745,14044,67,2721,open
13726,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/ProxyControl.java,4847,TRUE,71,83,396,7,0,189,15,19,0.765013055,1074,281,0.261638734,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,STYLE,0.090322581,REC_CATCH_EXCEPTION,20,3,1,0.03008596,0.015759312,0.001432665,-1,0.214285714,0.008017493,0.360902256,0.425067656,-0.553571429,0.174193548,0.138709677,0.425067656,-0.523809524,-0.272727273,84,7619,3457,10274,2,0,0,2,0,4,0.015151515,1085,480,162,1727,0,605,0,0.114965784,0,3691,0,1483,345,0,5519,2208,0.158632978,91,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2745,14044,67,2721,open
13726,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/ProxyControl.java,4847,TRUE,168,83,396,7,24,189,52,19,0.360095735,1074,281,0.261638734,0.107142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,STYLE,0.020967742,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,20,3,1,0.03008596,0.015759312,0.001432665,-1,0.153846154,0.006198929,0.360902256,0.425067656,-0.692307692,0.174193548,0.138709677,0.425067656,-0.523809524,-0.272727273,26,1383,811,4038,2,0,0,2,0,4,0.015151515,1085,480,162,1727,0,605,0,0.114965784,0,3691,0,1483,345,0,5519,2208,0.158632978,91,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2745,14044,67,2721,open
13726,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/ProxyControl.java,4847,TRUE,0,83,396,7,15,189,1,19,0.554177546,1074,281,0.261638734,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,PERFORMANCE,0.051612903,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.03008596,0.015759312,0,0,0.71875,0.028878348,0.704545455,0.16776799,0.4375,0.041935484,0.032258065,0.16776799,-0.523809524,-0.272727273,144,11106,4859,13761,2,0,0,2,0,4,0.015151515,1085,480,162,1727,0,605,0,0.114965784,0,3691,0,1483,345,0,5519,2208,0.158632978,91,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,2745,14044,67,2721,close
13726,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/ProxyControl.java,4847,TRUE,0,83,396,7,15,189,1,19,0.573759791,1074,281,0.261638734,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,PERFORMANCE,0.051612903,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.03008596,0.015759312,0,0,0.71875,0.028878348,0.704545455,0.16776799,0.4375,0.041935484,0.032258065,0.16776799,-0.523809524,-0.272727273,144,11106,4859,13761,2,0,0,2,0,4,0.015151515,1085,480,162,1727,0,605,0,0.114965784,0,3691,0,1483,345,0,5519,2208,0.158632978,91,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,2745,14044,67,2721,close
13726,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/ProxyControl.java,4847,TRUE,0,83,396,7,15,189,1,19,0.593994778,1074,281,0.261638734,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,PERFORMANCE,0.051612903,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.03008596,0.015759312,0,0,0.71875,0.028878348,0.704545455,0.16776799,0.4375,0.041935484,0.032258065,0.16776799,-0.523809524,-0.272727273,144,11106,4859,13761,2,0,0,2,0,4,0.015151515,1085,480,162,1727,0,605,0,0.114965784,0,3691,0,1483,345,0,5519,2208,0.158632978,91,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,2745,14044,67,2721,close
5780,org/apache/jmeter/protocol/http/proxy,org/apache/jmeter/protocol/http/proxy/SamplerCreatorFactory.java,1370,TRUE,35,3,396,1,0,189,11,19,0.769230769,62,33,0.532258065,1,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,STYLE,0.090322581,REC_CATCH_EXCEPTION,20,3,1,0.03008596,0.001432665,0.001432665,-1,0.214285714,0.008017493,0.360902256,0.425067656,-0.553571429,0.174193548,0.138709677,0.425067656,-0.523809524,-1,7,3125,1370,5780,2,0,0,2,0,4,0.015151515,10,6,0,16,0,4,0,0.121857923,0,3691,0,1483,345,0,5519,2208,0.158632978,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2781,14044,67,2721,open
11909,org/apache/jmeter/protocol/http/proxy/gui,org/apache/jmeter/protocol/http/proxy/gui/ProxyControlGui.java,4021,TRUE,23,35,0,1,8,35,2,1,0.321756895,720,121,0.168055556,0.173913043,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,STYLE,0.133870968,BC_UNCONFIRMED_CAST,20,3,1,0.00286533,0.00286533,0.001432665,-1,0.168674699,0.006677312,0.360902256,0.425067656,-0.638554217,0.174193548,0.138709677,0.425067656,0,0,49,5810,2703,8465,0,0,0,0,0,0,0,318,279,16,613,0,39,0,0.09842844,0,318,0,279,16,0,613,39,0.09842844,126,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2780,14044,126,2780,open
11909,org/apache/jmeter/protocol/http/proxy/gui,org/apache/jmeter/protocol/http/proxy/gui/ProxyControlGui.java,4021,TRUE,0,35,0,1,7,35,1,1,0.086823289,720,121,0.168055556,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,STYLE,0.19516129,RI_REDUNDANT_INTERFACES,20,3,0,0.00286533,0.00286533,0,0,0.776859504,0.008254705,0.360902256,0.425067656,0.553719008,0.174193548,0.138709677,0.425067656,0,0,107,11106,4859,13761,0,0,0,0,0,0,0,318,279,16,613,0,39,0,0.09842844,0,318,0,279,16,0,613,39,0.09842844,126,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,2780,14044,126,2780,open
13076,org/apache/jmeter/protocol/http/sampler,org/apache/jmeter/protocol/http/sampler/AccessLogSampler.java,4427,TRUE,0,23,1920,1,7,391,1,52,0.177377892,200,154,0.77,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,2,STYLE,0.19516129,RI_REDUNDANT_INTERFACES,20,3,0,0.042979943,0.00286533,0,0,0.776859504,0.008254705,0.360902256,0.425067656,0.553719008,0.174193548,0.138709677,0.425067656,0.133333333,0,43,10421,4427,13076,5,0,0,5,0,10,0.018115942,642,373,72,1087,0,269,0,0.078333998,0,10670,0,6561,658,0,17889,4109,0.142149952,288,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2942,14044,41,2695,open
10385,org/apache/jmeter/protocol/http/sampler,org/apache/jmeter/protocol/http/sampler/AjpSampler.java,3480,TRUE,81,24,1920,1,0,391,15,52,0.558270677,461,32,0.069414317,1,59,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,I18N,0.093548387,DM_DEFAULT_ENCODING,19,1,1,0.042979943,0.00286533,0.001432665,-1,0.517241379,0.124851367,0.52238806,1.41E-04,0.034482759,0.030645161,0.025806452,1.41E-04,0.133333333,-1,12,4780,2046,7435,5,0,0,5,0,10,0.018115942,912,45,1,958,0,867,0,0.180872632,0,10670,0,6561,658,0,17889,4109,0.142149952,118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2772,14044,41,2695,open
7128,org/apache/jmeter/protocol/http/sampler,org/apache/jmeter/protocol/http/sampler/HTTPHC3Impl.java,1827,TRUE,39,17,1920,5,0,391,7,52,0.225388601,736,301,0.408967391,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,CORRECTNESS,0.001612903,NP_NULL_PARAM_DEREF,8,2,1,0.042979943,0.005730659,0.001432665,1,1,0,1,0,1,0.001612903,0.003225806,0,0.133333333,1,64,4473,1827,7128,5,0,0,5,0,10,0.018115942,1104,115,164,1383,0,989,0,0.202273838,0,10670,0,6561,658,0,17889,4109,0.142149952,92,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2746,14044,41,2695,close
