F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-Integer,F2-ArrayList<String>,F2-SSLFactory,F2-InetAddress,F2-Math,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-java.util.concurrent.CountDownLatch,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-assertEquals,F1-write,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-Integer,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-List<ColumnDef>,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-long[],F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-snazy@snazy.de,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,label
4615,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsMode.java,567,TRUE,64,5,1083,8,12,218,14,138,0.218253968,202,23,0.113861386,0.109375,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,I18N,0.0315197,DM_CONVERT_CASE,20,3,2,0.00533607,2.05E-04,1.03E-04,-1,0.071428571,0.033163265,0.090909091,9.03E-05,-0.857142857,0.001125704,0.005628518,9.03E-05,-0.538461538,-0.5,5,3284,647,5016,2,0,0,2,0,4,0.005064524,100,14,0,114,0,86,0,0.141523187,0,3136,0,277,28,0,3441,2859,0.057885006,1468,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3192,13775,512,2253,open
4615,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsMode.java,567,TRUE,17,5,1083,8,12,218,5,138,0.916666667,202,23,0.113861386,0.823529412,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,BAD_PRACTICE,0.018761726,DM_EXIT,19,3,1,0.00533607,2.05E-04,5.13E-05,-1,0.16,0.0048,0.250859107,0.278234513,-0.64,0.009005629,0.051407129,0.278234513,-0.538461538,-0.5,5,3284,647,5016,2,0,0,2,0,4,0.005064524,100,14,0,114,0,86,0,0.141523187,0,3136,0,277,28,0,3441,2859,0.057885006,1468,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3192,13775,512,2253,open
4615,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsMode.java,567,TRUE,64,5,1083,8,0,218,14,138,0.301587302,202,23,0.113861386,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,STYLE,0.022889306,REC_CATCH_EXCEPTION,20,3,2,0.00533607,2.05E-04,1.03E-04,-1,0.098360656,0.003058132,0.048551959,0.054411266,-0.786885246,0.004878049,0.018386492,0.054411266,-0.538461538,-0.5,5,3284,647,5016,2,0,0,2,0,4,0.005064524,100,14,0,114,0,86,0,0.141523187,0,3136,0,277,28,0,3441,2859,0.057885006,1468,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3192,13775,512,2253,open
4615,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsMode.java,567,TRUE,0,5,1083,8,8,218,1,138,0.19047619,202,23,0.113861386,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,BAD_PRACTICE,0.065666041,SE_NO_SERIALVERSIONID,19,3,0,0.00533607,2.05E-04,0,0,0.314285714,0.007696793,0.250859107,0.278234513,-0.36,0.009005629,0.051407129,0.278234513,-0.538461538,-0.5,5,3284,647,5016,2,0,0,2,0,4,0.005064524,100,14,0,114,0,86,0,0.141523187,0,3136,0,277,28,0,3441,2859,0.057885006,1468,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3192,13775,512,2253,close
5016,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsNode.java,647,TRUE,23,8,1083,4,16,218,5,138,0.245901639,143,22,0.153846154,0.260869565,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,I18N,0.038649156,DM_DEFAULT_ENCODING,19,1,1,0.00533607,1.54E-04,5.13E-05,1,0.106796117,0.047695353,0.090909091,9.03E-05,-0.757281553,0.001125704,0.005628518,9.03E-05,-0.538461538,0.333333333,4,3284,647,5016,2,0,0,2,0,4,0.005064524,117,2,0,119,0,115,0,0.136765515,0,3136,0,277,28,0,3441,2859,0.057885006,1465,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3201,13775,512,2253,close
5016,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsNode.java,647,TRUE,11,8,1083,4,12,218,4,138,0.885245902,143,22,0.153846154,0.727272727,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,BAD_PRACTICE,0.018761726,DM_EXIT,19,3,1,0.00533607,1.54E-04,5.13E-05,-1,0.16,0.0048,0.250859107,0.278234513,-0.64,0.009005629,0.051407129,0.278234513,-0.538461538,0.333333333,4,3284,647,5016,2,0,0,2,0,4,0.005064524,117,2,0,119,0,115,0,0.136765515,0,3136,0,277,28,0,3441,2859,0.057885006,1465,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3201,13775,512,2253,open
5016,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsNode.java,647,TRUE,0,8,1083,4,9,218,1,138,0.207650273,143,22,0.153846154,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,BAD_PRACTICE,0.065666041,SE_NO_SERIALVERSIONID,19,3,0,0.00533607,1.54E-04,0,0,0.314285714,0.007696793,0.250859107,0.278234513,-0.36,0.009005629,0.051407129,0.278234513,-0.538461538,0.333333333,4,3284,647,5016,2,0,0,2,0,4,0.005064524,117,2,0,119,0,115,0,0.136765515,0,3136,0,277,28,0,3441,2859,0.057885006,1465,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3201,13775,512,2253,close
3588,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsPopulation.java,388,TRUE,16,6,1083,7,8,218,3,138,0.276243094,131,24,0.183206107,0.125,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,I18N,0.0315197,DM_CONVERT_CASE,20,3,1,0.00533607,1.54E-04,5.13E-05,-1,0.071428571,0.033163265,0.090909091,9.03E-05,-0.857142857,0.001125704,0.005628518,9.03E-05,-0.538461538,-0.333333333,3,1856,388,3588,2,0,0,2,0,4,0.005064524,5,1,0,6,0,4,0,0.112121212,0,3136,0,277,28,0,3441,2859,0.057885006,1168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2902,13775,512,2253,open
3588,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsPopulation.java,388,TRUE,23,6,1083,7,12,218,7,138,0.867403315,131,24,0.183206107,0.869565217,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,BAD_PRACTICE,0.018761726,DM_EXIT,19,3,1,0.00533607,1.54E-04,5.13E-05,-1,0.16,0.0048,0.250859107,0.278234513,-0.64,0.009005629,0.051407129,0.278234513,-0.538461538,-0.333333333,3,1856,388,3588,2,0,0,2,0,4,0.005064524,5,1,0,6,0,4,0,0.112121212,0,3136,0,277,28,0,3441,2859,0.057885006,1168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2902,13775,512,2253,open
3588,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsPopulation.java,388,TRUE,0,6,1083,7,7,218,1,138,0.270718232,131,24,0.183206107,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,3,BAD_PRACTICE,0.065666041,SE_NO_SERIALVERSIONID,19,3,0,0.00533607,1.54E-04,0,0,0.314285714,0.007696793,0.250859107,0.278234513,-0.36,0.009005629,0.051407129,0.278234513,-0.538461538,-0.333333333,3,1856,388,3588,2,0,0,2,0,4,0.005064524,5,1,0,6,0,4,0,0.112121212,0,3136,0,277,28,0,3441,2859,0.057885006,1168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2902,13775,512,2253,close
3554,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsPort.java,382,TRUE,13,4,1083,3,12,218,4,138,0.765957447,59,22,0.372881356,0.769230769,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,BAD_PRACTICE,0.018761726,DM_EXIT,19,3,1,0.00533607,1.03E-04,5.13E-05,-1,0.16,0.0048,0.250859107,0.278234513,-0.64,0.009005629,0.051407129,0.278234513,-0.538461538,0,3,3284,647,5016,2,0,0,2,0,4,0.005064524,20,1,0,21,0,19,0,0.071614583,0,3136,0,277,28,0,3441,2859,0.057885006,1619,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3350,13775,512,2253,open
3554,org/apache/cassandra/stress/settings,org/apache/cassandra/stress/settings/SettingsPort.java,382,TRUE,0,4,1083,3,6,218,1,138,0.393617021,59,22,0.372881356,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2,BAD_PRACTICE,0.065666041,SE_NO_SERIALVERSIONID,19,3,0,0.00533607,1.03E-04,0,0,0.314285714,0.007696793,0.250859107,0.278234513,-0.36,0.009005629,0.051407129,0.278234513,-0.538461538,0,3,3284,647,5016,2,0,0,2,0,4,0.005064524,20,1,0,21,0,19,0,0.071614583,0,3136,0,277,28,0,3441,2859,0.057885006,1619,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3350,13775,512,2253,close
