F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-DependencyManagement,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-void,F16-int,F16-Artifact,F16-boolean,F16-Repository,F16-String,F16-Date,F16-Resource,F16-Activation,F16-Model,F16-Settings,F16-Notifier,F3-NA,F3-Model,F3-VersionRange,F3-localRepository(),F3-problems.getModel(),F3-DefaultBeanConfigurationRequest,F3-File,F3-InputStream,F3-null,F3-boolean,F3-settingsSource.getInputStream(),F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-ModelBuildingRequest,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-Map<String >,F7--,F7-+=,F7-NA,F7-*,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-final,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-StringTokenizer,F2-Short,F2-SettingsXpp3Reader,F2-HashMap<String Artifact>,F2-String,F2-MavenRepositorySystem,F2-Collections,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-DefaultModelValidatorTest,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-java.util.ArrayList,F6-java.util.Properties,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-org.apache.maven.model.building.FileModelSource,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-org.apache.maven.repository.internal.VersionRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getBasedir,F1-getPluginRepositories,F1-getBooleanValue,F1-longValue,F1-floatValue,F1-charAt,F1-getPlugins,F1-getTouchfile,F1-read,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F9-request,F9-slf4jBinding,F9-artifacts,F9-buildStartTime,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-remoteRepositories,F9-dependant,F9-supported,F9-cpc,F9-graph,F9-pomArtifact,F9-originatingArtifact,F9-NA,F9-relocatedArtifact,F9-pomFile,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-long,F4-Artifact,F4-Date,F4-float,F4-char,F4-byte[],F4-File,F4-void,F4-double,F4-List,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-ArtifactTransferEvent,F8-UnsupportedSlf4jBindingConfiguration,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-NA,F8-DefaultModelBuildingRequest,F8-InternalConfig,F8-ProjectBuilder,F11-lifecyclePhase,F11-artifactExists,F11-NA,F11-artifactUri,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-rfscholte@codehaus.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-jason@tesla.io,F71-krosenvold@apache.org,F71-michaelo@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,label
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,148,45,4849,1,0,177,42,3,0.5332002,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,10,0.210526316,0.068649886,0.011441648,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,148,45,4849,1,0,177,42,3,0.545681478,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,10,0.210526316,0.068649886,0.011441648,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,57,45,4849,1,0,177,15,3,0.588617074,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,6,0.210526316,0.068649886,0.006864989,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,57,45,4849,1,0,177,15,3,0.574138792,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,6,0.210526316,0.068649886,0.006864989,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,57,45,4849,1,0,177,15,3,0.598602097,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,6,0.210526316,0.068649886,0.006864989,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,57,45,4849,1,0,177,15,3,0.581128308,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,6,0.210526316,0.068649886,0.006864989,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,57,45,4849,1,0,177,15,3,0.593609586,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,6,0.210526316,0.068649886,0.006864989,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,31,45,4849,1,0,177,16,3,0.627059411,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.210526316,0.068649886,0.001144165,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,20,45,4849,1,0,177,5,3,0.671992012,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.210526316,0.068649886,0.003432494,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,20,45,4849,1,0,177,5,3,0.666999501,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,3,0.210526316,0.068649886,0.003432494,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,41,45,4849,1,0,177,13,3,0.697453819,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.210526316,0.068649886,0.00228833,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,41,45,4849,1,0,177,13,3,0.692461308,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.210526316,0.068649886,0.00228833,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,15,45,4849,1,0,177,4,3,0.717923115,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.210526316,0.068649886,0.00228833,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,12,45,4849,1,0,177,3,3,0.730404393,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.210526316,0.068649886,0.00228833,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
267,org/apache/maven/model/io/xpp3,org/apache/maven/model/io/xpp3/MavenXpp3Writer.java,0,TRUE,24,45,4849,1,0,177,7,3,0.74687968,1570,379,0.241401274,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,184,60,STYLE,0.147331787,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.210526316,0.068649886,0.001144165,-1,0.007874016,4.34E-04,0.02200489,0.02920999,-0.866141732,0.003480278,0.006960557,0.02920999,-1,-1,0,9911,4139,10178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178,9908,0,open
